FID,Year,Sample,Station,SWD_Water,WFD_Water,Date,Time,Month,Programme,Survey,Latitude,Longitude,Water_Dept,Depth__m_,ammonium__,Field16,colored_di,density__k,dissolved,dissolve_1,dissolve_2,dissolve_3,nitrate__,nitrite__N,organic_ca,phosphate,TOoxN,Phos,Salinity_,salinity1,sigma_t,temperatur,total_alka,total_nitr,total_ni_1,total_phos
15,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,1549.670000000000073, , , , , , ,245.59, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,34.953000000000003,34.950000000000003, ,4.030000000000000, , , , 
16,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,1203.380000000000109, , , , , , ,215.59, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,35.131000000000000,35.127000000000002, ,6.040000000000000, , , , 
17,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,900.169999999999959, , , , , , ,193.4, ,0.000000000000000,<0.04, ,1.12,0.000000000000000,1.120000000000000,35.302000000000000,35.289999999999999, ,8.270000000000000, , , , 
18,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,702.129999999999995, , , , , , ,222.14, ,13.199999999999999,nd(<0.01), ,0.85,13.199999999999999,0.850000000000000,35.399000000000001,35.396000000000001, ,9.640000000000001, , , , 
19,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,399.160000000000025, , , , , , ,227.13, ,13.000000000000000,<0.04, ,0.77,13.000000000000000,0.770000000000000,0.000000000000000,35.457000000000001, ,10.300000000000001, , , , 
20,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,201.599999999999994, , , , , , ,239.9, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,35.481999999999999,35.479999999999997, ,10.520000000000000, , , , 
21,2011,523,IA38D89, , ,09/01/2011 00:00:00,2211,January,OSS,CE11001,54.590000000000003,-11.300000000000001,1560.000000000000000,4.730000000000000, , , , , , ,240.64, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,35.482999999999997,35.481000000000002, ,10.500000000000000, , , , 
22,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,2017.960000000000036, , , , , , ,250.39, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,34.920000000000002, ,3.390000000000000, , , , 
23,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,1500.579999999999927, , , , , , ,241.97, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,34.973999999999997, ,4.420000000000000, , , , 
24,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,1002.080000000000041, , , , , , ,198.36, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.235999999999997, ,7.480000000000000, , , , 
25,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,729.980000000000018, , , , , , ,200.14, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.374000000000002, ,9.440000000000000, , , , 
26,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,300.699999999999989, , , , , , ,239.8, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.478999999999999, ,10.510000000000000, , , , 
27,2011,522,IA38D86, , ,09/01/2011 00:00:00,2022,January,OSS,CE11001,54.600000000000001,-11.340000000000000,2020.000000000000000,6.100000000000000, , , , , , ,241.62, ,9.890000000000001,nd(<0.01), ,0.62,9.890000000000001,0.620000000000000,35.481000000000002,35.478999999999999, ,10.449999999999999, , , , 
28,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,2856.690000000000055, , , , , , ,228.96, ,21.699999999999999,nd(<0.01), ,1.3,21.699999999999999,1.300000000000000,34.927000000000000,34.914000000000001, ,2.680000000000000, , , , 
29,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,2499.789999999999964, , , , , , ,248.03, ,19.300000000000001,nd(<0.01), ,1.17,19.300000000000001,1.170000000000000,34.926000000000002,34.924999999999997, ,3.130000000000000, , , , 
30,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,1499.660000000000082, , , , , , ,238.31, ,18.699999999999999,nd(<0.01), ,1.07,18.699999999999999,1.070000000000000,34.994999999999997,34.991999999999997, ,4.660000000000000, , , , 
31,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,999.230000000000018, , , , , , ,190.39, ,19.399999999999999,nd(<0.01), ,1.12,19.399999999999999,1.120000000000000,35.311999999999998,35.308999999999997, ,8.220000000000001, , , , 
32,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,749.669999999999959, , , , , , ,222.01, ,12.900000000000000,nd(<0.01), ,0.83,12.900000000000000,0.830000000000000,35.402000000000001,35.401000000000003, ,9.690000000000000, , , , 
33,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,400.600000000000023, , , , , , ,218.04, ,12.699999999999999,nd(<0.01), ,0.81,12.699999999999999,0.810000000000000,35.436000000000000,35.435000000000002, ,10.220000000000001, , , , 
34,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,197.830000000000013, , , , , , ,236.39, ,10.199999999999999,nd(<0.01), ,0.65,10.199999999999999,0.650000000000000,35.476999999999997,35.475999999999999, ,10.560000000000000, , , , 
35,2011,521,IA38D82, , ,09/01/2011 00:00:00,515,January,OSS,CE11001,54.811199999999999,-11.890300000000000,2860.000000000000000,4.540000000000000, , , , , , ,241.16, ,9.830000000000000,<0.04, ,0.6,9.830000000000000,0.600000000000000,35.482999999999997,35.482999999999997, ,10.600000000000000, , , , 
36,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,2876.760000000000218, , , , , , ,228.86, ,21.699999999999999,<0.04, ,1.39,21.699999999999999,1.390000000000000,34.927000000000000,34.924999999999997, ,2.690000000000000, , , , 
37,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,2201.280000000000200, , , , , , ,253.08, ,17.800000000000001,<0.04, ,1.13,17.800000000000001,1.130000000000000,34.920000000000002,34.915999999999997, ,3.490000000000000, , , , 
38,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,1798.069999999999936, , , , , , ,246.42, ,8.830000000000000,nd(<0.01), ,0.52,8.830000000000000,0.520000000000000,34.954000000000001,34.950000000000003, ,4.170000000000000, , , , 
39,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,1203.799999999999955, , , , , , ,194.34, ,19.000000000000000,<0.04, ,1.13,19.000000000000000,1.130000000000000,35.283999999999999,35.280000000000001, ,8.130000000000001, , , , 
40,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,801.860000000000014, , , , , , ,238.95, ,12.500000000000000,<0.04, ,0.7,12.500000000000000,0.700000000000000,35.469999999999999,35.468000000000004, ,10.279999999999999, , , , 
41,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,289.410000000000025, , , , , , ,242.33, ,11.000000000000000,nd(<0.01), ,0.68,11.000000000000000,0.680000000000000,35.478000000000002,35.475999999999999, ,10.330000000000000, , , , 
42,2011,520,IA39D72, , ,08/01/2011 00:00:00,2028,January,OSS,CE11001,55.200699999999998,-12.896000000000001,2880.000000000000000,5.090000000000000, , , , , , ,244.61, ,11.500000000000000,<0.04, ,0.65,11.500000000000000,0.650000000000000,35.479999999999997,35.478000000000002, ,10.340000000000000, , , , 
43,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,2736.239999999999782, , , , , , ,233.13, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,34.927999999999997, ,2.770000000000000, , , , 
44,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,2499.079999999999927, , , , , , ,247.74, ,19.239999999999998,<0.04, ,1.16,19.239999999999998,1.160000000000000,0.000000000000000,34.926000000000002, ,3.110000000000000, , , , 
45,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,1999.940000000000055, , , , , , ,252.37, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,34.918999999999997, ,3.590000000000000, , , , 
46,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,1500.079999999999927, , , , , , ,238.51, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,34.997000000000000, ,4.690000000000000, , , , 
47,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,919.629999999999995, , , , , , ,194.4, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.326999999999998, ,8.660000000000000, , , , 
48,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,598.379999999999995, , , , , , ,227.86, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.438000000000002, ,10.010000000000000, , , , 
49,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,303.670000000000016, , , , , , ,239.75, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,0.000000000000000,35.482999999999997, ,10.580000000000000, , , , 
50,2011,519,IA39D64, , ,08/01/2011 00:00:00,1606,January,OSS,CE11001,55.389299999999999,-13.402799999999999,2770.000000000000000,6.330000000000000, , , , , , ,240.64, ,0.000000000000000, , , ,0.000000000000000,0.000000000000000,35.509000000000000,35.506999999999998, ,10.750000000000000, , , , 
51,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,2579.380000000000109, , , , , , ,231.75, ,21.600000000000001,nd(<0.01), ,1.4,21.600000000000001,1.400000000000000,0.000000000000000,34.927000000000000, ,2.760000000000000, , , , 
52,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,2199.800000000000182, , , , , , ,252.45, ,17.800000000000001,nd(<0.01), ,1.2,17.800000000000001,1.200000000000000,34.921999999999997,34.918999999999997, ,3.240000000000000, , , , 
53,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,1874.109999999999900, , , , , , ,249.8, ,18.100000000000001,nd(<0.01), ,1.14,18.100000000000001,1.140000000000000,34.972999999999999,34.969000000000001, ,3.850000000000000, , , , 
54,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,1199.390000000000100, , , , , , ,220.78, ,18.899999999999999,<0.04, ,1.17,18.899999999999999,1.170000000000000,35.104999999999997,35.103999999999999, ,5.760000000000000, , , , 
55,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,803.279999999999973, , , , , , ,190.12, ,18.899999999999999,nd(<0.01), ,1.14,18.899999999999999,1.140000000000000,35.323000000000000,35.322000000000003, ,8.710000000000001, , , , 
56,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,400.620000000000005, , , , , , ,241.57, ,10.500000000000000,nd(<0.01), ,0.63,10.500000000000000,0.630000000000000,35.479999999999997,35.478000000000002, ,10.550000000000001, , , , 
57,2011,518,IA40D63, , ,08/01/2011 00:00:00,936,January,OSS,CE11001,55.591000000000001,-13.938700000000001,2590.000000000000000,3.730000000000000, , , , , , ,239.63, ,10.400000000000000,<0.04, ,0.61,10.400000000000000,0.610000000000000,35.488000000000000,35.484000000000002, ,10.710000000000001, , , , 
58,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,1975.369999999999891, , , , , , ,249.88, ,18.500000000000000,nd(<0.01), ,1.14,18.500000000000000,1.140000000000000,0.000000000000000,34.930999999999997, ,3.470000000000000, , , , 
59,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,1487.829999999999927, , , , , , ,248.39, ,17.500000000000000,nd(<0.01), ,1.08,17.500000000000000,1.080000000000000,0.000000000000000,35.018999999999998, ,4.460000000000000, , , , 
60,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,1001.570000000000050, , , , , , ,198.89, ,19.300000000000001,nd(<0.01), ,1.17,19.300000000000001,1.170000000000000,0.000000000000000,35.255000000000003, ,7.260000000000000, , , , 
61,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,750.070000000000050, , , , , , ,200.68, ,16.199999999999999,nd(<0.01), ,1.05,16.199999999999999,1.050000000000000,0.000000000000000,35.328000000000003, ,8.859999999999999, , , , 
62,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,502.980000000000018, , , , , , ,219.6, ,13.699999999999999,<0.04, ,0.81,13.699999999999999,0.810000000000000,0.000000000000000,35.432000000000002, ,10.150000000000000, , , , 
63,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,200.840000000000003, , , , , , ,241.78, ,10.199999999999999,<0.04, ,0.61,10.199999999999999,0.610000000000000,0.000000000000000,35.484000000000002, ,10.619999999999999, , , , 
64,2011,517,IA40D55, , ,08/01/2011 00:00:00,540,January,OSS,CE11001,55.791200000000003,-14.433199999999999,1986.000000000000000,6.510000000000000, , , , , , ,241.93, ,10.600000000000000,nd(<0.01), ,0.61,10.600000000000000,0.610000000000000,35.478000000000002,35.475000000000001, ,10.570000000000000, , , , 
65,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,1582.009999999999991, , , , , , ,247.81, ,17.600000000000001,nd(<0.01), ,1.07,17.600000000000001,1.070000000000000,35.024999999999999,35.020000000000003, ,4.440000000000000, , , , 
66,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,1247.630000000000109, , , , , , ,235.37, ,17.699999999999999,nd(<0.01), ,1.07,17.699999999999999,1.070000000000000,0.000000000000000,35.082000000000001, ,5.340000000000000, , , , 
67,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,998.879999999999995, , , , , , ,212.92, ,18.699999999999999,nd(<0.01), ,1.11,18.699999999999999,1.110000000000000,35.192999999999998,35.188000000000002, ,6.790000000000000, , , , 
68,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,749.529999999999973, , , , , , ,209.23, ,14.800000000000001,nd(<0.01), ,0.84,14.800000000000001,0.840000000000000,35.359000000000002,35.354999999999997, ,9.260000000000000, , , , 
69,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,502.579999999999984, , , , , , ,242.28, ,11.400000000000000,nd(<0.01), ,0.66,11.400000000000000,0.660000000000000,35.392000000000003,35.389000000000003, ,9.930000000000000, , , , 
70,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,200.210000000000008, , , , , , ,242.02, ,10.400000000000000,<0.04, ,0.6,10.400000000000000,0.600000000000000,35.484999999999999,35.484000000000002, ,10.630000000000001, , , , 
71,2011,516,IA40D54, , ,08/01/2011 00:00:00,332,January,OSS,CE11001,55.849299999999999,-14.619199999999999,1580.000000000000000,6.480000000000000, , , , , , ,242.67, ,10.300000000000001,nd(<0.01), ,0.58,10.300000000000001,0.580000000000000,35.482999999999997,35.484000000000002, ,10.590000000000000, , , , 
72,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,1241.970000000000027, , , , , , ,235.46, ,18.000000000000000,nd(<0.01), ,1.08,18.000000000000000,1.080000000000000,0.000000000000000,35.110999999999997, ,5.560000000000000, , , , 
73,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,1000.370000000000005, , , , , , ,211.98, ,19.899999999999999,nd(<0.01), ,1.15,19.899999999999999,1.150000000000000,0.000000000000000,35.194000000000003, ,6.880000000000000, , , , 
74,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,847.259999999999991, , , , , , ,197.21, ,18.800000000000001,nd(<0.01), ,1.15,18.800000000000001,1.150000000000000,0.000000000000000,35.289000000000001, ,8.320000000000000, , , , 
75,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,401.449999999999989, , , , , , ,232.51, ,11.900000000000000,nd(<0.01), ,0.71,11.900000000000000,0.710000000000000,0.000000000000000,35.465000000000003, ,10.539999999999999, , , , 
76,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,198.590000000000003, , , , , , ,242.32, ,10.699999999999999,nd(<0.01), ,0.63,10.699999999999999,0.630000000000000,0.000000000000000,35.481000000000002, ,10.619999999999999, , , , 
77,2011,515,IA40D54, , ,08/01/2011 00:00:00,21,January,OSS,CE11001,55.880800000000001,-14.660299999999999,1252.000000000000000,5.640000000000000, , , , , , ,243.3, ,9.520000000000000,<0.04, ,0.62,9.520000000000000,0.620000000000000,35.481999999999999,35.478999999999999, ,10.600000000000000, , , , 
78,2011,514,IA40D51, , ,07/01/2011 00:00:00,2304,January,OSS,CE11001,55.890500000000003,-14.709199999999999,1004.000000000000000,994.320000000000050, , , , , , ,197.18, ,17.899999999999999,nd(<0.01), ,1.1,17.899999999999999,1.100000000000000,35.271000000000001,35.265999999999998, ,7.630000000000000, , , , 
79,2011,514,IA40D51, , ,07/01/2011 00:00:00,2304,January,OSS,CE11001,55.890500000000003,-14.709199999999999,1004.000000000000000,852.720000000000027, , , , , , ,184.2, ,18.300000000000001,nd(<0.01), ,1.13,18.300000000000001,1.130000000000000,35.377000000000002,35.369000000000000, ,8.650000000000000, , , , 
80,2011,514,IA40D51, , ,07/01/2011 00:00:00,2304,January,OSS,CE11001,55.890500000000003,-14.709199999999999,1004.000000000000000,451.800000000000011, , , , , , ,217.24, ,13.300000000000001,nd(<0.01), ,0.81,13.300000000000001,0.810000000000000,35.436000000000000,35.433999999999997, ,10.180000000000000, , , , 
81,2011,514,IA40D51, , ,07/01/2011 00:00:00,2304,January,OSS,CE11001,55.890500000000003,-14.709199999999999,1004.000000000000000,248.180000000000007, , , , , , ,240.83, ,10.600000000000000,<0.04, ,0.57,10.600000000000000,0.570000000000000,0.000000000000000,35.481000000000002, ,10.619999999999999, , , , 
82,2011,514,IA40D51, , ,07/01/2011 00:00:00,2304,January,OSS,CE11001,55.890500000000003,-14.709199999999999,1004.000000000000000,5.650000000000000, , , , , , ,242.13, ,11.000000000000000,<0.04, ,0.58,11.000000000000000,0.580000000000000,35.481999999999999,35.481000000000002, ,10.590000000000000, , , , 
83,2011,513,IA40D51, , ,07/01/2011 00:00:00,2149,January,OSS,CE11001,55.908799999999999,-14.754300000000001,841.000000000000000,835.649999999999977, , , , , , ,207.41, ,16.699999999999999,<0.04, ,0.99,16.699999999999999,0.990000000000000,0.000000000000000,35.357999999999997, ,9.260000000000000, , , , 
84,2011,513,IA40D51, , ,07/01/2011 00:00:00,2149,January,OSS,CE11001,55.908799999999999,-14.754300000000001,841.000000000000000,520.389999999999986, , , , , , ,236.07, ,12.300000000000001,<0.04, ,0.76,12.300000000000001,0.760000000000000,0.000000000000000,35.390000000000001, ,9.720000000000001, , , , 
85,2011,513,IA40D51, , ,07/01/2011 00:00:00,2149,January,OSS,CE11001,55.908799999999999,-14.754300000000001,841.000000000000000,321.110000000000014, , , , , , ,221.35, ,13.300000000000001,nd(<0.01), ,0.84,13.300000000000001,0.840000000000000,0.000000000000000,35.436000000000000, ,10.230000000000000, , , , 
86,2011,513,IA40D51, , ,07/01/2011 00:00:00,2149,January,OSS,CE11001,55.908799999999999,-14.754300000000001,841.000000000000000,5.560000000000000, , , , , , ,240.2, ,11.000000000000000,nd(<0.01), ,0.65,11.000000000000000,0.650000000000000,35.482999999999997,35.481999999999999, ,10.650000000000000, , , , 
